RELEASE ; FILENAME ; NR ; NAUTH ; ChgSize ; LOCAdded ; Churn ; BUGGYNESS 
3;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/MessageFilter.java;12;2;1307;7;-155;null
3;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionEventListener.java;7;1;1197;28;0;null
3;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionManager.java;23;2;1449;163;99;NO
3;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/TrueFilter.java;11;1;314;6;-160;null
3;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/ZkSubscriptionManager.java;19;2;1973;371;-1128;null
3;hedwig-server/src/main/java/org/apache/hedwig/server/topics/AbstractTopicManager.java;35;3;2172;452;295;NO
3;hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicManager.java;16;2;1305;96;54;NO
3;hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicOwnershipChangeListener.java;0;0;0;0;0;null
3;hedwig-server/src/main/java/org/apache/hedwig/server/topics/TrivialOwnAllTopicManager.java;16;2;1305;50;33;NO
3;hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkTopicManager.java;37;3;2378;1063;-412;NO
3;hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsynBKCallback.java;7;1;1197;210;0;null
3;hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncCallback.java;6;1;204;6;0;null
3;hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncZKCallback.java;7;1;1197;7;0;null
3;hedwig-server/src/main/java/org/apache/hedwig/zookeeper/ZkUtils.java;22;3;2090;305;197;NO
3;hedwig-server/src/test/java/org/apache/hedwig/HelperMethods.java;7;1;1197;21;7;null
3;hedwig-server/src/test/java/org/apache/hedwig/StubCallback.java;0;0;0;0;0;null
3;hedwig-server/src/test/java/org/apache/hedwig/StubScanCallback.java;0;0;0;0;0;null
3;hedwig-server/src/test/java/org/apache/hedwig/client/TestPubSubClient.java;64;3;2707;2647;2347;NO
3;hedwig-server/src/test/java/org/apache/hedwig/server/HedwigHubTestBase.java;45;3;2370;446;289;NO
3;hedwig-server/src/test/java/org/apache/hedwig/server/HedwigRegionTestBase.java;53;3;2708;607;361;NO
3;hedwig-server/src/test/java/org/apache/hedwig/server/PubSubServerStandAloneTestBase.java;33;3;1210;292;213;NO
3;hedwig-server/src/test/java/org/apache/hedwig/server/TestPubSubServerStartup.java;35;3;2637;131;58;NO
3;hedwig-server/src/test/java/org/apache/hedwig/server/delivery/StubDeliveryManager.java;44;2;1818;255;134;NO
3;hedwig-server/src/test/java/org/apache/hedwig/server/handlers/TestBaseHandler.java;5;1;390;15;0;NO
3;hedwig-server/src/test/java/org/apache/hedwig/server/handlers/TestSubUnsubHandler.java;37;2;2017;207;60;NO
3;hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHub.java;55;3;2141;1141;389;NO
3;hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigRegion.java;46;3;2244;1366;1216;NO
3;hedwig-server/src/test/java/org/apache/hedwig/server/netty/TestPubSubServer.java;40;3;2197;204;16;NO
3;hedwig-server/src/test/java/org/apache/hedwig/server/netty/WriteRecordingChannel.java;0;0;0;0;0;null
3;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/BookKeeperTestBase.java;88;3;3098;1155;825;NO
3;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/StubPersistenceManager.java;28;3;1555;171;137;NO
3;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/StubScanCallback.java;7;1;1197;49;0;null
3;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookKeeperPersistenceManagerBlackBox.java;12;2;1322;81;50;null
3;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookkeeperPersistenceManagerWhiteBox.java;33;3;1873;1250;1160;NO
3;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestLocalDBPersistenceManagerBlackBox.java;0;0;0;0;0;null
3;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestPersistenceManagerBlackBox.java;29;3;2503;67;17;NO
3;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestReadAheadCacheBlackBox.java;0;0;0;0;0;null
3;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestReadAheadCacheWhiteBox.java;27;3;1767;408;200;NO
3;hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/StubSubscriptionManager.java;17;2;1397;37;15;null
3;hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/TestZkSubscriptionManager.java;13;2;1203;137;12;NO
3;hedwig-server/src/test/java/org/apache/hedwig/server/topics/StubTopicManager.java;10;2;1233;17;0;NO
3;hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestConcurrentTopicAcquisition.java;13;3;652;31;12;NO
3;hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestZkTopicManager.java;34;2;2383;313;239;NO
3;hedwig-server/src/test/java/org/apache/hedwig/zookeeper/TestZkUtils.java;5;1;390;5;0;NO
3;hedwig-server/src/test/java/org/apache/hedwig/zookeeper/ZooKeeperTestBase.java;12;2;1342;17;10;null
3;hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigClient.java;14;1;1848;77;7;null
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieRecoveryTest.java;28;2;1372;595;42;null
3;hedwig-server/src/test/java/org/apache/hedwig/ServerControl.java;21;2;1274;1148;-1617;NO
3;hedwig-server/src/test/java/org/apache/hedwig/ServerControlDaemon.java;21;2;1274;791;-1197;NO
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerCacheTest.java;21;1;1295;154;7;null
3;bookkeeper/src/main/java/org/apache/bookkeeper/bookie/Bookie.java;0;0;0;0;0;null
3;bookkeeper/src/main/java/org/apache/bookkeeper/bookie/BookieException.java;0;0;0;0;0;null
3;bookkeeper/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java;0;0;0;0;0;null
3;bookkeeper/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java;0;0;0;0;0;null
3;bookkeeper/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java;0;0;0;0;0;null
3;bookkeeper/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java;0;0;0;0;0;null
3;bookkeeper/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java;0;0;0;0;0;null
3;bookkeeper/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java;0;0;0;0;0;null
3;bookkeeper/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java;0;0;0;0;0;null
3;bookkeeper/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java;0;0;0;0;0;null
3;bookkeeper/src/main/java/org/apache/bookkeeper/client/BKException.java;0;0;0;0;0;null
3;bookkeeper/src/main/java/org/apache/bookkeeper/client/BookKeeper.java;0;0;0;0;0;null
3;bookkeeper/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java;0;0;0;0;0;null
3;bookkeeper/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java;0;0;0;0;0;null
3;bookkeeper/src/main/java/org/apache/bookkeeper/client/DigestManager.java;0;0;0;0;0;null
3;bookkeeper/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java;0;0;0;0;0;null
3;bookkeeper/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java;0;0;0;0;0;null
3;bookkeeper/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java;0;0;0;0;0;null
3;bookkeeper/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java;0;0;0;0;0;null
3;bookkeeper/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java;0;0;0;0;0;null
3;bookkeeper/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java;0;0;0;0;0;null
3;bookkeeper/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java;0;0;0;0;0;null
3;bookkeeper/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java;0;0;0;0;0;null
3;bookkeeper/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java;0;0;0;0;0;null
3;bookkeeper/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java;0;0;0;0;0;null
3;bookkeeper/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java;0;0;0;0;0;null
3;bookkeeper/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java;0;0;0;0;0;null
3;bookkeeper/src/main/java/org/apache/bookkeeper/client/SyncCounter.java;0;0;0;0;0;null
3;bookkeeper/src/main/java/org/apache/bookkeeper/proto/BookieClient.java;0;0;0;0;0;null
3;bookkeeper/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java;0;0;0;0;0;null
3;bookkeeper/src/main/java/org/apache/bookkeeper/proto/BookieServer.java;0;0;0;0;0;null
3;bookkeeper/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java;0;0;0;0;0;null
3;bookkeeper/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java;0;0;0;0;0;null
3;bookkeeper/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java;0;0;0;0;0;null
3;bookkeeper/src/main/java/org/apache/bookkeeper/proto/ServerStats.java;0;0;0;0;0;null
3;bookkeeper/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java;0;0;0;0;0;null
3;bookkeeper/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java;0;0;0;0;0;null
3;bookkeeper/src/main/java/org/apache/bookkeeper/tools/BookKeeperTools.java;0;0;0;0;0;null
3;bookkeeper/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java;0;0;0;0;0;null
3;bookkeeper/src/main/java/org/apache/bookkeeper/util/Main.java;0;0;0;0;0;null
3;bookkeeper/src/main/java/org/apache/bookkeeper/util/MathUtils.java;0;0;0;0;0;null
3;bookkeeper/src/main/java/org/apache/bookkeeper/util/OrderedSafeExecutor.java;0;0;0;0;0;null
3;bookkeeper/src/main/java/org/apache/bookkeeper/util/SafeRunnable.java;0;0;0;0;0;null
3;bookkeeper/src/main/java/org/apache/bookkeeper/util/StringUtils.java;0;0;0;0;0;null
3;bookkeeper/src/test/java/org/apache/bookkeeper/test/AsyncLedgerOpsTest.java;0;0;0;0;0;null
3;bookkeeper/src/test/java/org/apache/bookkeeper/test/BaseTestCase.java;0;0;0;0;0;null
3;bookkeeper/src/test/java/org/apache/bookkeeper/test/BookieClientTest.java;0;0;0;0;0;null
3;bookkeeper/src/test/java/org/apache/bookkeeper/test/BookieFailureTest.java;0;0;0;0;0;null
3;bookkeeper/src/test/java/org/apache/bookkeeper/test/BookieReadWriteTest.java;0;0;0;0;0;null
3;bookkeeper/src/test/java/org/apache/bookkeeper/test/BookieRecoveryTest.java;0;0;0;0;0;null
3;bookkeeper/src/test/java/org/apache/bookkeeper/test/CloseTest.java;0;0;0;0;0;null
3;bookkeeper/src/test/java/org/apache/bookkeeper/test/ConcurrentLedgerTest.java;0;0;0;0;0;null
3;bookkeeper/src/test/java/org/apache/bookkeeper/test/LedgerDeleteTest.java;0;0;0;0;0;null
3;bookkeeper/src/test/java/org/apache/bookkeeper/test/LedgerRecoveryTest.java;0;0;0;0;0;null
3;bookkeeper/src/test/java/org/apache/bookkeeper/test/LoopbackClient.java;0;0;0;0;0;null
3;bookkeeper/src/test/java/org/apache/bookkeeper/test/NIOServerFactoryTest.java;0;0;0;0;0;null
3;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchBookie.java;15;3;150;303;228;NO
3;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchReadThroughputLatency.java;11;4;242;158;73;NO
3;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java;34;4;403;741;198;NO
3;bookkeeper-benchmark/src/test/java/org/apache/bookkeeper/benchmark/TestBenchmark.java;28;2;595;164;-235;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieBean.java;6;1;36;6;-6;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieMXBean.java;6;1;36;0;-12;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java;25;4;482;572;332;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ExitCode.java;0;0;0;0;0;null
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java;32;4;575;1546;1365;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java;82;3;1077;1771;1188;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactory.java;0;0;0;0;0;null
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactoryImpl.java;7;1;67;48;-16;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java;70;3;929;652;227;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java;56;3;747;910;457;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/JournalChannel.java;26;3;403;151;101;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheBean.java;6;1;48;6;-312;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java;98;4;1179;1939;396;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheMXBean.java;1;1;13;0;-10;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorImpl.java;12;1;186;51;-155;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorReadOnlyImpl.java;11;1;114;17;-6;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerStorage.java;7;1;86;123;108;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanInfo.java;0;0;0;0;0;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanRegistry.java;11;1;29;45;29;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/SnapshotMap.java;0;0;0;0;0;null
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BKStats.java;5;1;55;65;60;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerBean.java;11;3;97;21;-16;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerMXBean.java;3;1;9;0;-15;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/HardLink.java;9;2;273;33;6;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/IOUtils.java;5;1;90;165;165;NO
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieJournalTest.java;66;3;950;1444;1133;NO
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CompactionTest.java;32;3;733;495;159;NO
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CookieTest.java;22;3;661;497;312;NO
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/LedgerCacheTest.java;51;3;644;1601;1498;NO
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/UpgradeTest.java;42;3;944;1029;895;NO
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperTest.java;23;3;553;766;705;NO
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieThrottleTest.java;5;1;40;0;-635;NO
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/ClientUtil.java;5;1;25;30;30;NO
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestReadTimeout.java;24;3;670;42;-4;NO
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/GcLedgersTest.java;34;3;899;437;243;NO
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/LedgerManagerTestCase.java;12;2;358;164;57;NO
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookKeeperClusterTestCase.java;86;3;952;1529;1039;NO
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/IndexCorruptionTest.java;11;2;456;28;0;NO
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerCreateDeleteTest.java;7;2;404;55;50;NO
3;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ZooKeeperUtil.java;42;2;513;363;123;NO
3;hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/AlreadyStartDeliveryException.java;0;0;0;0;0;null
3;hedwig-server/src/main/java/org/apache/hedwig/admin/HedwigAdmin.java;45;3;753;1729;766;NO
3;hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigCommands.java;11;1;244;84;66;NO
3;hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigConsole.java;47;3;999;937;47;NO
3;hedwig-server/src/main/java/org/apache/hedwig/admin/console/JLineHedwigCompletor.java;8;2;152;82;54;NO
3;hedwig-server/src/main/java/org/apache/hedwig/admin/console/ReadTopic.java;19;2;437;121;-129;NO
3;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerBean.java;11;1;239;31;-20;NO
3;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerMXBean.java;0;0;0;0;0;null
3;hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigJMXService.java;0;0;0;0;0;null
3;hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigMBeanInfo.java;0;0;0;0;0;null
3;hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigMBeanRegistry.java;0;0;0;0;0;null
3;hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerBean.java;5;1;15;35;30;NO
3;hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerMXBean.java;0;0;0;0;0;null
3;hedwig-server/src/main/java/org/apache/hedwig/server/netty/ServerStats.java;11;2;289;73;61;NO
3;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCacheBean.java;10;1;40;10;0;NO
3;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCacheMXBean.java;0;0;0;0;0;null
3;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/MessageBoundedPersistenceTest.java;18;3;727;266;219;NO
3;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestDeadlock.java;24;3;763;156;7;NO
3;hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/TestUpdateSubscriptionState.java;13;3;652;47;20;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell.java;32;4;258;1548;1434;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollector.java;0;0;0;0;0;null
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDirsManager.java;21;3;219;333;274;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyEntryLogger.java;6;1;82;6;0;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyFileInfo.java;0;0;0;0;0;null
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ScanAndCompareGarbageCollector.java;2;1;18;28;0;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerChecker.java;18;2;211;58;-9;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragment.java;20;2;115;280;175;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java;16;1;162;1096;620;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManagerFactory.java;15;2;245;125;100;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManagerFactory.java;15;2;245;130;105;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerUnderreplicationManager.java;10;1;95;225;225;null
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java;13;2;251;341;-427;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerUnderreplicationManager.java;67;4;528;1182;855;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkVersion.java;5;1;55;35;20;null
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetaStore.java;0;0;0;0;0;null
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreCursor.java;2;1;18;12;6;NO
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreTable.java;2;1;30;14;12;null
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MSException.java;0;0;0;0;0;null
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetaStore.java;0;0;0;0;0;null
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCallback.java;0;0;0;0;0;null
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCursor.java;0;0;0;0;0;null
